order_id,order_date,product_name,product_category,quantity,unit_price,total_revenue,customer_id,region,cost_price
328,17/05/2022,auctor,electronics,82,137.15,11246.3,9598,Colaba,341.58
329,12/6/2020,penatibus et,home decor,67,216.38,14497.46,2640,Dadar,165.06
330,19/01/2020,odio in,electronics,16,809.7,12955.2,8025,Navi Mumbai,439.78
331,18/07/2020,placerat praesent,home decor,60,295.77,17746.2,4893,Malad,168.09
332,26/03/2022,dapibus,electronics,59,565.05,33337.95,6047,Ghatkopar,207.88
333,19/04/2021,vel,clothing,44,207.26,9119.44,7506,Vile Parle,92.5
334,8/2/2021,convallis morbi,kitchen appliances,1,690,690,5659,Lower Parel,216.15
335,8/11/2020,eget,clothing,80,443.11,35448.8,8606,Navi Mumbai,475.96
336,12/3/2021,sed,kitchen appliances,24,809.17,19420.08,6758,Navi Mumbai,205.55
337,10/6/2021,ipsum primis,clothing,70,729.67,51076.9,3233,Chembur,657.24
338,27/09/2021,congue vivamus,sports equipment,40,351.19,14047.6,9924,Powai,383.99
339,10/5/2021,convallis nulla,toys,36,127.72,4597.92,1646,Juhu,570.87
340,22/04/2021,dui,electronics,57,181.82,10363.74,2999,Lower Parel,157.82
341,5/6/2020,congue,sports equipment,55,359.94,19796.7,7675,Juhu,540.08
342,16/09/2021,rutrum,beauty products,57,951.01,54207.57,1959,Andheri,369.56
343,30/10/2021,sit,toys,92,857.27,78868.84,8034,Kandivali,225.3
344,11/7/2020,eget,toys,70,79.61,5572.7,1174,Navi Mumbai,554.44
345,21/08/2022,nec nisi,toys,83,227.62,18892.46,1897,Sion,431.35
346,21/09/2020,ut rhoncus,home decor,86,105.34,9059.24,5953,Vile Parle,561.16
347,14/02/2021,vehicula,home decor,45,289.53,13028.85,8884,Powai,40.06
348,24/06/2022,adipiscing,office supplies,78,909.95,70976.1,7648,Vile Parle,135.82
349,19/12/2021,morbi sem,clothing,70,729.89,51092.3,3245,Juhu,204.72
350,16/01/2021,hac,sports equipment,99,959,94941,6838,Sion,40.37
351,30/04/2021,convallis nulla,electronics,9,949.41,8544.69,9954,Worli,139.95
352,20/01/2021,vel augue,office supplies,35,59.88,2095.8,9547,Powai,167.62
353,5/6/2020,ac,outdoor gear,87,282.38,24567.06,6731,Goregaon,555.92
354,8/6/2022,in est,electronics,98,211.51,20727.98,7995,Juhu,27.03
355,11/8/2020,justo,home decor,50,249.4,12470,6735,Bandra,305.64
356,21/11/2022,sem mauris,office supplies,59,767.84,45302.56,6793,Bandra,637.99
357,30/08/2020,sit amet,pet supplies,24,577.96,13871.04,3171,Colaba,142.27
358,12/2/2022,orci nullam,beauty products,50,872.45,43622.5,6170,Vile Parle,74.38
359,21/08/2022,natoque penatibus,electronics,40,762.43,30497.2,9705,Chembur,511.18
360,7/9/2022,erat,beauty products,56,10.5,588,5502,Vile Parle,631.36
361,27/02/2020,morbi non,toys,73,792.66,57864.18,2283,Dadar,32.7
362,4/7/2022,pede,sports equipment,65,136.77,8890.05,5224,Borivali,627.98
363,19/12/2020,ridiculus mus,office supplies,78,519.17,40495.26,9179,Vile Parle,228.06
364,4/4/2021,faucibus,pet supplies,67,950.89,63709.63,5030,Bandra,509.75
365,12/10/2022,arcu,sports equipment,19,856.59,16275.21,8534,Goregaon,126.74
366,31/07/2022,vestibulum,kitchen appliances,13,830.71,10799.23,9597,Dadar,133.74
367,12/3/2021,lectus,home decor,39,649.08,25314.12,6964,Powai,423.21
368,24/06/2022,tortor,outdoor gear,47,420.69,19772.43,5922,Borivali,28.66
369,19/03/2021,maecenas rhoncus,clothing,39,737.99,28781.61,5793,Mulund,281.59
370,24/05/2022,sit,sports equipment,21,423.5,8893.5,9849,Sion,415.38
371,25/01/2021,nunc,outdoor gear,51,718.91,36664.41,5584,Mulund,202.51
372,10/3/2022,eu sapien,sports equipment,93,65.61,6101.73,5758,Colaba,570.95
373,30/05/2020,nec dui,sports equipment,27,771.42,20828.34,6455,Chembur,208.6
374,18/04/2020,habitasse platea,pet supplies,49,692.84,33949.16,6568,Bhandup,188.28
375,23/10/2020,turpis,kitchen appliances,74,365.25,27028.5,7821,Goregaon,593.98
376,15/03/2020,mauris,pet supplies,66,25.52,1684.32,9190,Juhu,379.37
377,7/8/2020,amet diam,outdoor gear,74,728.24,53889.76,7968,Chembur,374.39
378,29/01/2021,nonummy integer,electronics,56,118.66,6644.96,8474,Worli,13.44
379,16/12/2020,nulla,pet supplies,8,170.4,1363.2,8050,Goregaon,253.21
380,17/10/2022,purus,office supplies,11,862.01,9482.11,9592,Navi Mumbai,246.7
381,31/10/2022,nulla quisque,outdoor gear,85,177.23,15064.55,2579,Goregaon,644.87
382,20/04/2020,sagittis dui,beauty products,58,899.21,52154.18,2416,Goregaon,536.6
383,16/02/2022,ligula,office supplies,83,769.98,63908.34,9706,Lower Parel,113.11
384,14/08/2021,pellentesque,pet supplies,50,578.94,28947,8599,Goregaon,482.74
385,8/10/2022,amet erat,toys,79,546.99,43212.21,1150,Juhu,600.98
386,19/02/2020,mauris eget,kitchen appliances,63,738.62,46533.06,3738,Bandra,12.29
387,19/09/2022,quam pharetra,kitchen appliances,86,751.86,64659.96,5809,Mulund,656.31
388,19/05/2020,volutpat eleifend,clothing,21,233.51,4903.71,2097,Juhu,33.17
389,5/4/2021,nisl duis,electronics,43,896.29,38540.47,3108,Lower Parel,424.54
390,26/03/2022,praesent blandit,clothing,76,795.69,60472.44,6324,Vile Parle,610.82
391,19/09/2022,massa volutpat,beauty products,76,282.42,21463.92,5267,Bandra,642.8
392,15/01/2020,ligula,electronics,94,588.99,55365.06,9374,Mulund,247.99
393,14/01/2021,amet justo,office supplies,43,907.75,39033.25,5106,Powai,302.19
394,14/07/2022,volutpat,beauty products,21,903.89,18981.69,9508,Dadar,536.07
395,25/06/2022,pede justo,outdoor gear,98,215.16,21085.68,7627,Bhandup,126.93
396,25/07/2021,lorem ipsum,beauty products,49,103.34,5063.66,4717,Worli,582.9
397,17/04/2020,dignissim vestibulum,beauty products,34,479.59,16306.06,3241,Bandra,57.85
398,20/03/2021,mi nulla,pet supplies,1,556.3,556.3,3534,Kurla,328.92
399,7/11/2021,sed ante,electronics,95,77.63,7374.85,6548,Dadar,85.18
400,18/06/2021,vestibulum,clothing,92,497.62,45781.04,3347,Ghatkopar,647.64
401,21/09/2022,sem,clothing,74,975.23,72167.02,7671,Mulund,151.18
402,3/7/2021,donec vitae,office supplies,21,922.15,19365.15,9893,Mulund,375.11
403,1/2/2022,pede,beauty products,45,838.62,37737.9,4038,Dadar,230.51
404,11/11/2020,maecenas leo,toys,48,521.74,25043.52,1500,Kurla,336.51
405,25/02/2020,morbi non,clothing,26,482.98,12557.48,6493,Bhandup,370.08
406,21/01/2022,vel nulla,beauty products,49,466.32,22849.68,6457,Malad,602.78
407,11/12/2022,leo,home decor,77,690.6,53176.2,3723,Bandra,404.13
408,1/7/2021,tristique,beauty products,9,96.5,868.5,9883,Malad,201.65
409,8/5/2020,integer,kitchen appliances,96,475.81,45677.76,3875,Bandra,323.87
410,15/01/2021,sagittis,home decor,45,417.68,18795.6,2205,Ghatkopar,130.96
411,26/06/2021,et,electronics,50,830.75,41537.5,4305,Kandivali,535.02
412,14/01/2020,rhoncus mauris,clothing,73,17.15,1251.95,4667,Malad,389.4
413,9/8/2021,pharetra,clothing,42,856.06,35954.52,6532,Andheri,649.3
414,23/11/2022,faucibus cursus,kitchen appliances,90,756.12,68050.8,7194,Dadar,459.15
415,6/11/2020,et,home decor,33,767.38,25323.54,7873,Borivali,54.49
416,16/09/2021,ut,kitchen appliances,66,771.04,50888.64,9813,Navi Mumbai,479.6
417,25/01/2022,sociis,sports equipment,92,815.05,74984.6,2318,Borivali,309.34
418,28/04/2021,in hac,toys,6,611.79,3670.74,9939,Borivali,592.99
419,31/10/2022,praesent blandit,electronics,44,121.22,5333.68,4758,Colaba,241.07
420,7/3/2020,morbi,toys,16,530.74,8491.84,5101,Juhu,459.53
421,12/12/2022,donec,home decor,51,32.03,1633.53,1968,Vile Parle,316.41
422,4/1/2020,lacinia,sports equipment,31,1.54,47.74,1751,Colaba,551.62
423,30/05/2022,turpis,toys,53,948.84,50288.52,7153,Navi Mumbai,653.66
424,11/6/2021,eleifend,clothing,77,951.16,73239.32,5843,Borivali,519.43
425,22/04/2020,est risus,kitchen appliances,72,317.06,22828.32,4093,Bhandup,449.14
426,13/03/2020,a nibh,beauty products,10,717.6,7176,9791,Juhu,545.06
427,21/08/2020,fusce,kitchen appliances,36,350.21,12607.56,2546,Kandivali,252.75
428,8/12/2021,scelerisque mauris,beauty products,41,575.75,23605.75,7837,Navi Mumbai,263.34
429,15/08/2022,dolor,office supplies,42,21.82,916.44,9444,Dadar,278.27
430,9/2/2022,nascetur,sports equipment,10,223.54,2235.4,7272,Chembur,418.72
431,1/10/2020,potenti,outdoor gear,70,599.67,41976.9,6505,Worli,227.26
432,12/2/2021,posuere cubilia,home decor,14,553.72,7752.08,7077,Mulund,4.98
433,10/2/2020,cursus urna,kitchen appliances,15,378.54,5678.1,1417,Juhu,402.4
434,3/12/2022,dapibus,clothing,48,34.26,1644.48,2064,Chembur,452.82
435,27/02/2022,eu pede,pet supplies,63,428.3,26982.9,2738,Andheri,32.1
436,29/12/2022,pretium iaculis,office supplies,93,363.12,33770.16,4377,Chembur,330.06
437,17/03/2021,augue vel,beauty products,21,794.27,16679.67,1784,Mulund,188.6
438,18/03/2020,consequat,beauty products,11,702.13,7723.43,6039,Worli,362.89
439,26/02/2022,in,office supplies,20,166.27,3325.4,4169,Navi Mumbai,153.9
440,12/6/2021,eros,electronics,8,916.01,7328.08,9492,Kandivali,75.35
441,20/02/2020,enim in,electronics,98,523.88,51340.24,2634,Powai,418.79
442,20/01/2020,habitasse platea,toys,12,112.57,1350.84,7420,Malad,257.25
443,19/04/2021,eu,home decor,75,356.64,26748,1451,Goregaon,251.63
444,19/12/2021,nibh fusce,home decor,53,637.32,33777.96,1595,Bhandup,293.67
445,12/3/2021,blandit,outdoor gear,15,410.03,6150.45,4806,Powai,43.5
446,19/12/2022,praesent id,pet supplies,22,863.97,19007.34,8884,Powai,258.42
447,20/04/2022,turpis,office supplies,41,417.12,17101.92,6294,Juhu,110.33
448,6/12/2022,penatibus et,clothing,3,88.82,266.46,5746,Kurla,627.59
449,2/8/2022,massa,toys,80,507.45,40596,6343,Lower Parel,75.73
450,20/01/2022,adipiscing molestie,beauty products,31,265.22,8221.82,3164,Mulund,130.92
451,18/03/2022,a,toys,92,432.86,39823.12,3901,Powai,562.93
452,4/5/2021,lectus,sports equipment,72,322.87,23246.64,4030,Bandra,67.85
453,6/11/2020,dui,office supplies,48,158.71,7618.08,4622,Bhandup,198.38
454,27/02/2021,erat vestibulum,beauty products,54,711.08,38398.32,8221,Bandra,35.34
455,27/01/2022,diam,kitchen appliances,70,841.82,58927.4,8256,Dadar,602.06
456,25/08/2020,ac nibh,sports equipment,63,952.63,60015.69,7527,Juhu,418.15
457,15/11/2021,lacus,home decor,19,709.49,13480.31,2521,Colaba,219.4
458,10/3/2020,cubilia,office supplies,25,322.67,8066.75,9420,Andheri,12.77
459,21/04/2022,pharetra magna,sports equipment,37,406.86,15053.82,9286,Bandra,542.28
460,21/07/2022,suspendisse,electronics,58,703.21,40786.18,1303,Worli,264.13
461,24/10/2022,in,office supplies,72,746.2,53726.4,7003,Juhu,216.74
462,7/12/2020,venenatis non,clothing,15,853.46,12801.9,4742,Bhandup,226.81
463,23/02/2020,orci luctus,outdoor gear,16,970.86,15533.76,6938,Worli,552.57
464,24/06/2020,pede,electronics,59,456.31,26922.29,9013,Malad,149.58
465,6/5/2021,nunc,home decor,3,344.2,1032.6,2528,Kurla,247.18
466,24/09/2022,etiam pretium,electronics,38,5.64,214.32,9812,Navi Mumbai,150.87
467,24/07/2021,laoreet ut,pet supplies,72,727.62,52388.64,4241,Navi Mumbai,645.18
468,22/09/2022,potenti nullam,electronics,64,224.05,14339.2,9340,Kandivali,538.82
469,29/01/2021,ut erat,outdoor gear,10,737.67,7376.7,6352,Powai,591.62
470,29/04/2020,justo,clothing,10,564.36,5643.6,6216,Mulund,482.56
471,25/06/2021,ultrices,clothing,97,261.6,25375.2,6656,Kurla,630.86
472,6/10/2020,lacinia eget,home decor,36,49.1,1767.6,9302,Andheri,276.74
473,1/12/2020,nibh in,home decor,71,909.65,64585.15,3022,Kandivali,84.66
474,25/02/2020,aenean,toys,84,985.98,82822.32,1423,Navi Mumbai,416.46
475,9/10/2021,quam pharetra,toys,33,427.89,14120.37,7000,Bandra,269.21
476,16/03/2020,magnis,home decor,61,931.58,56826.38,8140,Juhu,282.26
477,17/05/2021,felis sed,office supplies,72,81.31,5854.32,9678,Colaba,687.15
478,2/7/2020,ac enim,home decor,32,37.03,1184.96,1402,Colaba,85.14
479,6/4/2020,odio consequat,toys,9,19.77,177.93,8055,Vile Parle,359.2
480,10/9/2022,tincidunt in,beauty products,55,51.43,2828.65,1029,Navi Mumbai,437.23
481,15/09/2021,id,electronics,100,171.2,17120,1703,Worli,63.66
482,12/8/2020,etiam vel,electronics,88,804.26,70774.88,1814,Vile Parle,688.29
483,26/02/2022,augue,office supplies,52,22.34,1161.68,8692,Juhu,686.89
484,18/12/2020,semper,electronics,61,8.62,525.82,3745,Kandivali,488.96
485,26/04/2021,luctus,pet supplies,18,187.73,3379.14,9627,Kandivali,381.71
486,9/9/2021,sed augue,clothing,99,859.97,85137.03,2048,Mulund,315.82
487,25/06/2021,orci,sports equipment,24,747.64,17943.36,2431,Chembur,276.76
488,9/11/2022,rutrum nulla,office supplies,52,640.05,33282.6,8064,Colaba,648.88
489,13/01/2020,montes nascetur,sports equipment,65,658.16,42780.4,2891,Juhu,394.48
490,5/7/2020,pellentesque,office supplies,72,927.44,66775.68,8097,Colaba,11.21
491,5/11/2021,duis bibendum,toys,50,852.56,42628,9589,Vile Parle,354.31
492,1/11/2021,condimentum,clothing,37,338.37,12519.69,9141,Lower Parel,357.75
493,3/6/2021,etiam,outdoor gear,34,340.22,11567.48,1918,Lower Parel,187.37
494,6/6/2021,cras mi,beauty products,24,928.46,22283.04,3824,Vile Parle,142.93
495,27/04/2020,sed,clothing,42,196.37,8247.54,1614,Lower Parel,196.68
496,10/9/2022,nulla pede,toys,1,732.91,732.91,3693,Sion,696.06
497,10/5/2022,in,sports equipment,88,641.39,56442.32,1455,Ghatkopar,349.3
498,26/05/2020,congue diam,outdoor gear,80,717.9,57432,7468,Borivali,696.98
499,8/10/2021,cursus urna,kitchen appliances,9,621.49,5593.41,9444,Borivali,593.55
500,22/06/2022,enim,toys,97,800.87,77684.39,7440,Sion,360.69
501,1/10/2021,nunc,kitchen appliances,67,278.62,18667.54,6936,Vile Parle,394.82
502,8/12/2021,molestie sed,sports equipment,58,897.65,52063.7,8289,Navi Mumbai,539.37
503,11/11/2021,justo lacinia,pet supplies,39,551.43,21505.77,7014,Bhandup,53.33
504,19/10/2020,augue,beauty products,17,986.66,16773.22,9956,Worli,358.21
505,24/08/2022,dolor sit,toys,71,671.3,47662.3,4228,Kandivali,1.93
506,14/01/2020,est,electronics,92,346.34,31863.28,8553,Worli,690.75
507,26/04/2022,arcu,outdoor gear,26,909.32,23642.32,1235,Navi Mumbai,560.2
508,14/04/2022,vulputate,pet supplies,57,927.78,52883.46,1312,Borivali,78.34
509,10/11/2020,est,toys,30,626.22,18786.6,6141,Andheri,200.92
510,22/12/2022,nibh in,sports equipment,6,957.09,5742.54,6686,Kandivali,85.42
511,26/05/2022,dictumst,toys,91,731.37,66554.67,7636,Borivali,365.96
512,5/7/2022,sit amet,home decor,3,281.96,845.88,7617,Bandra,280.92
513,19/01/2022,nullam molestie,outdoor gear,76,547.25,41591,3458,Kurla,446.22
514,11/2/2022,duis,toys,29,342.59,9935.11,7108,Sion,690.36
515,13/08/2022,non,clothing,73,722.81,52765.13,4934,Sion,216.7
516,7/12/2020,in,clothing,15,75.6,1134,1233,Goregaon,574.91
517,6/7/2020,sapien,beauty products,36,711.02,25596.72,7363,Mulund,540.66
518,3/7/2022,placerat,electronics,50,775.66,38783,4485,Borivali,347.61
519,8/1/2022,feugiat non,pet supplies,5,969.21,4846.05,5310,Borivali,400.5
520,31/10/2021,velit,sports equipment,79,579.27,45762.33,1237,Colaba,626.94
521,2/12/2020,aliquam,office supplies,9,791.07,7119.63,6779,Bandra,567.8
522,23/10/2020,orci,electronics,50,881.56,44078,7290,Ghatkopar,639.53
523,1/1/2022,nonummy maecenas,pet supplies,32,289.24,9255.68,3530,Bandra,111.65
524,26/10/2020,amet sem,electronics,35,471.24,16493.4,2689,Bhandup,659.05
525,27/02/2020,platea,office supplies,36,584.43,21039.48,4629,Malad,314.55
526,19/11/2021,massa,sports equipment,15,2.44,36.6,8695,Lower Parel,588.74
527,28/06/2021,sit amet,outdoor gear,84,156.86,13176.24,2173,Lower Parel,434.2
528,15/09/2020,purus,outdoor gear,99,331.81,32849.19,4064,Lower Parel,27.87
529,7/11/2021,dictumst,kitchen appliances,88,565.63,49775.44,6345,Juhu,74.22
530,17/12/2020,eu mi,electronics,49,611.38,29957.62,8001,Malad,419.35
531,18/02/2020,gravida sem,sports equipment,54,163.32,8819.28,1632,Bhandup,601.6
532,9/4/2020,curabitur convallis,sports equipment,35,937.31,32805.85,6885,Juhu,402.91
533,1/9/2021,ante,sports equipment,95,919.68,87369.6,9034,Malad,299.5
534,4/6/2020,volutpat convallis,clothing,35,860,30100,9455,Bhandup,28.88
535,20/01/2020,quisque ut,electronics,61,19.52,1190.72,3416,Colaba,304.46
536,13/06/2022,ante,sports equipment,92,433.7,39900.4,9751,Navi Mumbai,300.96
537,17/10/2022,orci,beauty products,53,415.73,22033.69,8891,Ghatkopar,526.85
538,31/08/2021,proin,outdoor gear,99,342.97,33954.03,5756,Kandivali,299.4
539,28/04/2022,auctor gravida,electronics,100,540.89,54089,3646,Bandra,125.47
540,31/07/2021,vivamus tortor,pet supplies,33,276.57,9126.81,5828,Navi Mumbai,83.81
541,25/03/2022,potenti nullam,beauty products,79,475.19,37540.01,6947,Navi Mumbai,229.79
542,27/11/2020,in,electronics,84,913.98,76774.32,5253,Goregaon,698.92
543,15/05/2020,suscipit,beauty products,96,168.74,16199.04,5996,Goregaon,302.57
544,22/12/2022,massa quis,home decor,89,933.1,83045.9,3048,Vile Parle,42.89
545,2/1/2022,condimentum,kitchen appliances,34,862.96,29340.64,9642,Lower Parel,428.96
546,24/11/2020,in libero,kitchen appliances,57,691.07,39390.99,9511,Dadar,544.66
547,3/10/2020,ornare,home decor,77,912.63,70272.51,7603,Sion,61.24
548,16/09/2020,eleifend pede,pet supplies,5,289.08,1445.4,4802,Juhu,282.29
549,31/07/2021,volutpat,beauty products,64,870.76,55728.64,8016,Kurla,485.45
550,18/09/2022,lacus,kitchen appliances,85,318.54,27075.9,8008,Chembur,511.42
551,16/12/2020,in,sports equipment,9,501.05,4509.45,1415,Chembur,356.6
552,28/03/2020,ultrices,home decor,92,917.15,84377.8,5349,Kandivali,365.51
553,14/09/2020,urna ut,outdoor gear,95,542.51,51538.45,9150,Bandra,232.41
554,13/07/2021,porttitor,outdoor gear,81,409.65,33181.65,9608,Dadar,651.86
555,28/02/2021,non velit,electronics,45,61.08,2748.6,6276,Borivali,430
556,12/10/2021,sociis natoque,office supplies,83,943.77,78332.91,9984,Ghatkopar,300.23
557,7/5/2020,rhoncus mauris,office supplies,90,30.07,2706.3,4308,Dadar,543.7
558,10/10/2020,semper,electronics,69,106.14,7323.66,2333,Ghatkopar,174.66
559,30/08/2020,tempus,sports equipment,25,258.51,6462.75,2502,Ghatkopar,274.24
560,18/03/2020,a feugiat,clothing,62,210.8,13069.6,8259,Kandivali,217.34
561,16/01/2020,pede malesuada,electronics,16,892.29,14276.64,7112,Goregaon,391.15
562,11/6/2020,ante,clothing,81,582.91,47215.71,2385,Powai,625.69
563,15/03/2022,tempor,kitchen appliances,40,242.17,9686.8,6609,Borivali,277.33
564,25/07/2021,molestie,clothing,73,481.67,35161.91,3785,Bhandup,694.48
565,4/2/2021,nullam,toys,27,838.45,22638.15,4765,Navi Mumbai,251.65
566,27/05/2021,vestibulum sed,beauty products,8,684.16,5473.28,3208,Lower Parel,382.28
567,22/08/2020,luctus ultricies,kitchen appliances,35,789.14,27619.9,4821,Andheri,454.33
568,16/11/2020,in,toys,45,482.66,21719.7,1099,Colaba,139.56
569,2/2/2022,nulla dapibus,office supplies,27,665.54,17969.58,3204,Colaba,99.93
570,2/9/2020,lorem id,home decor,2,968.68,1937.36,4731,Andheri,175.18
571,4/4/2022,curabitur gravida,pet supplies,8,572.32,4578.56,5863,Navi Mumbai,163.99
572,5/8/2020,sed nisl,pet supplies,22,446.9,9831.8,2527,Navi Mumbai,8.35
573,3/8/2021,nam,kitchen appliances,83,606.7,50356.1,6471,Worli,538.51
574,21/09/2021,id,pet supplies,98,411.85,40361.3,8982,Dadar,360.11
575,22/01/2022,diam in,electronics,53,208.6,11055.8,9009,Colaba,626.16
576,16/06/2022,quisque erat,pet supplies,48,609.3,29246.4,9060,Chembur,558.73
577,27/03/2021,faucibus,pet supplies,100,602.25,60225,5235,Malad,321.27
578,16/08/2021,erat eros,electronics,5,522,2610,2851,Borivali,439.11
579,4/4/2021,id,home decor,44,206.28,9076.32,2619,Mulund,329.96
580,30/03/2022,ut,clothing,64,108.93,6971.52,9478,Vile Parle,379.69
581,13/11/2022,nunc proin,toys,94,229.43,21566.42,8861,Andheri,478.09
582,24/07/2021,consequat lectus,sports equipment,75,132.73,9954.75,8099,Worli,211.28
583,8/1/2020,pulvinar,pet supplies,39,650.91,25385.49,3079,Malad,563.56
584,25/02/2020,platea,office supplies,18,436.3,7853.4,2533,Colaba,392.28
585,11/2/2022,rutrum neque,electronics,8,787.11,6296.88,3825,Goregaon,519.34
586,23/01/2020,ullamcorper augue,clothing,67,561.98,37652.66,9383,Bhandup,101.38
587,21/02/2022,congue vivamus,electronics,70,318.06,22264.2,5968,Mulund,571.82
588,2/6/2020,sed,outdoor gear,40,297.04,11881.6,8779,Vile Parle,173.02
589,11/5/2022,elementum pellentesque,office supplies,37,822.8,30443.6,3463,Lower Parel,528.9
590,20/05/2021,ut,clothing,98,155.17,15206.66,7231,Borivali,263.2
591,30/08/2020,tempus,kitchen appliances,97,532.4,51642.8,3026,Borivali,125.41
592,20/06/2020,sociis natoque,sports equipment,8,212.03,1696.24,2707,Mulund,585.82
593,10/4/2021,risus,beauty products,95,935.5,88872.5,2685,Bhandup,254.76
594,9/10/2021,aliquam sit,sports equipment,72,962.47,69297.84,1445,Dadar,333.96
595,29/01/2021,neque sapien,pet supplies,27,881.85,23809.95,8548,Mulund,511.6
596,21/04/2020,justo sollicitudin,toys,96,46.43,4457.28,5484,Malad,576.66
597,8/5/2022,bibendum felis,outdoor gear,69,734.34,50669.46,1389,Kurla,575.9
598,26/01/2020,lobortis,kitchen appliances,23,155.97,3587.31,1207,Kandivali,577.02
599,25/06/2022,tempus semper,beauty products,58,848.61,49219.38,7645,Juhu,249.61
600,16/01/2020,ante vel,clothing,8,805.78,6446.24,2508,Bhandup,599.88
601,27/01/2020,ligula,office supplies,38,395.57,15031.66,2983,Vile Parle,103.37
602,28/12/2020,eu,beauty products,20,27.14,542.8,9218,Chembur,72.94
603,27/08/2022,nulla,clothing,26,643.52,16731.52,9533,Powai,43.32
604,31/12/2020,ante ipsum,beauty products,10,693.55,6935.5,2555,Kandivali,527.09
605,6/2/2022,nunc donec,home decor,14,958.84,13423.76,8558,Andheri,631.35
606,22/07/2020,aliquet,outdoor gear,48,70.84,3400.32,2348,Ghatkopar,146.09
607,3/10/2020,turpis a,sports equipment,93,486.06,45203.58,8851,Powai,588.76
608,4/12/2022,volutpat,pet supplies,75,61.58,4618.5,6872,Juhu,371.48
609,6/8/2020,aenean fermentum,office supplies,95,843.73,80154.35,5652,Bandra,474.37
610,27/08/2022,morbi,electronics,46,532.35,24488.1,4428,Navi Mumbai,253.69
611,11/7/2021,iaculis congue,clothing,13,747.8,9721.4,1385,Ghatkopar,267.65
612,12/10/2022,convallis,clothing,55,803.24,44178.2,4668,Kandivali,217.16
613,12/12/2021,aenean,office supplies,1,145.09,145.09,1180,Chembur,537.89
614,8/6/2020,semper,office supplies,58,541.04,31380.32,7739,Juhu,332.38
615,11/1/2020,rhoncus aliquet,toys,59,899.72,53083.48,5176,Bandra,333.83
616,27/04/2021,vivamus,outdoor gear,3,482.32,1446.96,8057,Dadar,107.8
617,20/08/2020,eu est,sports equipment,10,338.8,3388,1581,Mulund,123.91
618,22/01/2021,cubilia curae,home decor,17,857.38,14575.46,9178,Juhu,158.46
619,19/12/2020,nisl ut,outdoor gear,28,694.56,19447.68,3174,Bandra,201.54
620,1/7/2020,quis,pet supplies,28,391.91,10973.48,1061,Lower Parel,354.24
621,25/11/2022,pede,beauty products,6,990.84,5945.04,5539,Goregaon,169.65
622,1/4/2021,amet cursus,clothing,6,731.04,4386.24,7726,Navi Mumbai,316.03
623,27/06/2021,imperdiet,kitchen appliances,17,394.89,6713.13,1545,Sion,563.78
624,11/9/2020,sodales scelerisque,pet supplies,22,381.01,8382.22,9783,Andheri,687.72
625,2/7/2020,fermentum donec,pet supplies,29,705.48,20458.92,8480,Kandivali,541.1
626,8/2/2022,nec,beauty products,25,445.62,11140.5,7940,Powai,514.68
627,19/12/2022,pellentesque,sports equipment,5,588.48,2942.4,8863,Mulund,341.32
628,9/5/2022,pellentesque at,beauty products,28,12.42,347.76,6442,Worli,260.01
629,9/9/2022,nunc viverra,kitchen appliances,67,905.17,60646.39,2521,Dadar,226.16
630,19/02/2022,in blandit,beauty products,78,667.24,52044.72,1279,Vile Parle,510.82
631,24/04/2022,in sapien,pet supplies,28,585.51,16394.28,2719,Colaba,201.19
632,30/04/2020,sapien,electronics,15,285.85,4287.75,4868,Bandra,353.16
633,12/10/2022,maecenas tristique,clothing,28,326.27,9135.56,5520,Powai,198.46
634,12/8/2022,adipiscing,kitchen appliances,54,274.4,14817.6,6352,Goregaon,611.24
635,14/01/2021,augue vel,sports equipment,13,582.33,7570.29,8427,Sion,61.88
636,23/05/2020,potenti,toys,4,511.9,2047.6,8498,Mulund,275.72
637,10/7/2022,eu,home decor,68,165.29,11239.72,3642,Andheri,377.24
638,19/02/2022,eget vulputate,clothing,45,626.69,28201.05,6420,Goregaon,300.17
639,5/6/2022,est phasellus,sports equipment,10,70,700,5441,Colaba,305.39
640,9/2/2021,sapien,kitchen appliances,37,342.75,12681.75,4141,Ghatkopar,696.98
641,22/11/2020,proin leo,sports equipment,15,914.77,13721.55,5759,Ghatkopar,411.98
642,11/10/2020,hac habitasse,pet supplies,88,354.11,31161.68,2810,Dadar,629.3
643,30/12/2021,accumsan odio,office supplies,98,537.23,52648.54,9016,Ghatkopar,42.09
644,15/08/2022,posuere,pet supplies,16,163.53,2616.48,6365,Goregaon,5.68
645,6/2/2022,id,outdoor gear,79,70.22,5547.38,6052,Worli,313.03
646,24/02/2020,lobortis,clothing,79,121.16,9571.64,5290,Dadar,75.15
647,14/12/2020,ipsum,office supplies,70,693.95,48576.5,6430,Malad,574.01
648,16/05/2022,eu tincidunt,office supplies,87,281.16,24460.92,7548,Worli,221.36
649,23/04/2022,in hac,home decor,2,839.97,1679.94,7625,Andheri,175.43
650,21/08/2021,quis turpis,beauty products,16,707.79,11324.64,6388,Worli,565.84
651,30/05/2021,nullam,electronics,39,81.12,3163.68,3594,Lower Parel,108.15
652,3/9/2022,sollicitudin,outdoor gear,76,557.26,42351.76,7844,Chembur,63.85
653,22/09/2022,ligula,home decor,79,942.29,74440.91,7424,Bandra,434.47
654,24/01/2022,ultricies eu,sports equipment,55,913.1,50220.5,1422,Worli,315.91
